ID_linkage.event_ID,ID_linkage.imp_sub_ID,ID_linkage.haz_sub_ID,ID_linkage.imp_ext_IDs,source.imp_src_db,source.imp_src_URL,source.imp_src_org,impact_detail.exp_spec,impact_detail.imp_value,impact_detail.imp_type,impact_detail.imp_units,impact_detail.imp_est_type,impact_detail.imp_unitdate,temporal.imp_sdate,temporal.imp_fdate,temporal.imp_credate,spatial.ID_linkage,spatial.spatial_info,spatial.source,temporal.imp_moddate
monty_fdc110f8-2b02-4944-b62a-e22d1657b1ad,imp_615ba3f1-787c-45cc-b1bb-384b271be171,[],"[{'ext_ID': 'MDRVU011', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_allpeop,30000.0,imptyptarg,unitscountnum,esttype_prim,2023-10-26,2023-10-26,2024-12-31,2023-10-31,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'VUT', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_fdc110f8-2b02-4944-b62a-e22d1657b1ad,imp_5a150930-0b4a-4216-a0a4-e3bf547b0b27,[],"[{'ext_ID': 'MDRVU011', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,748348.17,imptypcost,unitISO4217C-CHF,esttype_prim,2023-10-26,2023-10-26,2024-12-31,2023-10-31,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'VUT', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_a906e0a0-bffe-4d47-886a-b074d39cfbef,imp_a7f8d2ea-9357-4bf3-bf12-e707f93f0709,[],"[{'ext_ID': 'MDRCR024', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-DREF,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_allpeop,10000.0,imptyptarg,unitscountnum,esttype_prim,2023-10-27,2023-10-27,2028-10-31,2023-10-31,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'CRI', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_a906e0a0-bffe-4d47-886a-b074d39cfbef,imp_4a11eef8-0ef8-4e56-be15-7b0fccdf6966,[],"[{'ext_ID': 'MDRCR024', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-DREF,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,528641.0,imptypcost,unitISO4217C-CHF,esttype_prim,2023-10-27,2023-10-27,2028-10-31,2023-10-31,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'CRI', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_a1b97aa2-7313-4136-8390-9c79665bcfb9,imp_593a0aa6-e366-4bd1-8edc-ce0675285c22,[],"[{'ext_ID': 'MDRNP016', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_allpeop,50000.0,imptyptarg,unitscountnum,esttype_prim,2023-11-05,2023-11-05,2024-12-31,2023-11-06,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'NPL', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_a1b97aa2-7313-4136-8390-9c79665bcfb9,imp_625bc150-ab65-4d4b-b517-d3c311b39cbc,[],"[{'ext_ID': 'MDRNP016', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,1296762.3,imptypcost,unitISO4217C-CHF,esttype_prim,2023-11-05,2023-11-05,2024-12-31,2023-11-06,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'NPL', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_aeb31e4d-90f8-45f2-af4e-8927e7b11715,imp_495677b4-03c7-4167-a9f9-a5acdffcd20b,[],"[{'ext_ID': 'MDRKE058', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_allpeop,500000.0,imptyptarg,unitscountnum,esttype_prim,2023-11-11,2023-11-11,2024-12-31,2023-11-13,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'KEN', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_aeb31e4d-90f8-45f2-af4e-8927e7b11715,imp_8353bb6b-d012-4084-a70e-a24b8f34df36,[],"[{'ext_ID': 'MDRKE058', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,1273966.56,imptypcost,unitISO4217C-CHF,esttype_prim,2023-11-11,2023-11-11,2024-12-31,2023-11-13,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'KEN', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_da57ca8f-074e-4822-98ff-854fcfef3d83,imp_87b5c0cd-5996-4de3-8f9c-acece5667b93,[],"[{'ext_ID': 'MDRTZ035', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_allpeop,200000.0,imptyptarg,unitscountnum,esttype_prim,2023-11-22,2023-11-22,2024-12-31,2023-11-22,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'TZA', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_da57ca8f-074e-4822-98ff-854fcfef3d83,imp_bee323ec-d8cb-4cc6-9f3a-a28f447486d8,[],"[{'ext_ID': 'MDRTZ035', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,781452.77,imptypcost,unitISO4217C-CHF,esttype_prim,2023-11-22,2023-11-22,2024-12-31,2023-11-22,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'TZA', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_9b35cc08-acc7-4776-8b88-922cadefb483,imp_ca74bbd7-84bc-41d6-8243-94b4dd455040,[],"[{'ext_ID': 'MDRHN020', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-DREF,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_allpeop,12750.0,imptyptarg,unitscountnum,esttype_prim,2023-12-15,2023-12-15,2028-12-31,2023-12-18,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'HND', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_9b35cc08-acc7-4776-8b88-922cadefb483,imp_c3d46dbc-a1e6-4583-91c9-34b3ad544876,[],"[{'ext_ID': 'MDRHN020', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-DREF,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,549023.0,imptypcost,unitISO4217C-CHF,esttype_prim,2023-12-15,2023-12-15,2028-12-31,2023-12-18,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'HND', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_14c43ea0-b25e-4c22-9b6e-d97c1b49a749,imp_d55d8d4b-61ee-48f3-98a9-e40a1adf3d29,[],"[{'ext_ID': 150554, 'ext_ID_db': 'IDU', 'ext_ID_org': 'IDMC'}]",IDU,https://helix-tools-api.idmcdb.org/external-api/idus/all/,IDMC,expspec_allpeop,42.0,imptypidp,unitscountnum,esttype_prim,,2024-01-01,2024-03-31,2024-06-10T09:57:15.406932Z,[{'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}],"[{'imp_ISO3s': 'IRQ', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-06-10T09:57:15.406932Z
monty_152b68b4-9264-4cf3-86cb-d8c5d96d51b8,imp_f2bb38f2-52a0-4635-b4e8-787374cbc8a9,[],"[{'ext_ID': 'MDRMN020', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_allpeop,36000.0,imptyptarg,unitscountnum,esttype_prim,2024-02-02,2024-02-02,2025-03-31,2024-02-02,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'MNG', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_152b68b4-9264-4cf3-86cb-d8c5d96d51b8,imp_bafe622f-a04e-43c9-8d94-1dfcec3cc8aa,[],"[{'ext_ID': 'MDRMN020', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,1535489.59,imptypcost,unitISO4217C-CHF,esttype_prim,2024-02-02,2024-02-02,2025-03-31,2024-02-02,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'MNG', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_512f3436-73d7-46ee-b48b-b7302424e08c,imp_9b1b1d6f-22bb-463e-b335-a3fda09ae8d5,[],"[{'ext_ID': 'MDRMZ021', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-DREF,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,363433.0,imptypcost,unitISO4217C-CHF,esttype_prim,2024-02-02,2024-02-02,2029-02-28,2024-02-02,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'MOZ', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_88fc7a53-52a8-4c16-b1ff-ac80d55c04ef,imp_848abffb-e8a7-4786-9538-00ccf711419d,[],"[{'ext_ID': 'MDRMZ022', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-DREF,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_allpeop,10000.0,imptyptarg,unitscountnum,esttype_prim,2024-02-02,2024-02-02,2029-02-28,2024-02-05,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'MOZ', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_88fc7a53-52a8-4c16-b1ff-ac80d55c04ef,imp_e71b48a0-4113-4edc-99d8-5978781f1705,[],"[{'ext_ID': 'MDRMZ022', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-DREF,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,505788.0,imptypcost,unitISO4217C-CHF,esttype_prim,2024-02-02,2024-02-02,2029-02-28,2024-02-05,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'MOZ', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_79902e90-d0f1-45c3-bab3-9517b8e3e677,imp_9c8a1081-811a-48bc-8a43-325b14de9f07,[],"[{'ext_ID': 'MDRBD033', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-DREF,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_allpeop,150000.0,imptyptarg,unitscountnum,esttype_prim,2024-02-05,2024-02-05,2029-02-28,2024-02-05,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'BGD', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_79902e90-d0f1-45c3-bab3-9517b8e3e677,imp_0b25a676-1776-480c-a0f6-797c82700b2b,[],"[{'ext_ID': 'MDRBD033', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-DREF,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,393448.0,imptypcost,unitISO4217C-CHF,esttype_prim,2024-02-05,2024-02-05,2029-02-28,2024-02-05,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'BGD', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_956d4a54-4528-435f-988d-c287971188ba,imp_35de9079-564f-4c04-a309-0da7ff15bfa9,[],"[{'ext_ID': 'MDRSZ005', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-DREF,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_allpeop,10800.0,imptyptarg,unitscountnum,esttype_prim,2024-03-15,2024-03-15,2029-03-31,2024-03-18,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'SWZ', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_956d4a54-4528-435f-988d-c287971188ba,imp_36d10ae7-8261-40f1-a503-8c32c7c2f449,[],"[{'ext_ID': 'MDRSZ005', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-DREF,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,546685.0,imptypcost,unitISO4217C-CHF,esttype_prim,2024-03-15,2024-03-15,2029-03-31,2024-03-18,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'SWZ', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_e9afd317-e294-4a51-8dac-b9624039ba5a,imp_e91a7862-dca5-47f4-afea-061eeca06b95,[],"[{'ext_ID': 'MDRZM022', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_allpeop,160000.0,imptyptarg,unitscountnum,esttype_prim,2024-03-22,2024-03-22,2025-06-30,2024-03-22,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'ZMB', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
monty_e9afd317-e294-4a51-8dac-b9624039ba5a,imp_46fb3083-da34-4289-8e9f-4c345bcb93de,[],"[{'ext_ID': 'MDRZM022', 'ext_ID_db': 'GO-App', 'ext_ID_org': 'IFRC'}]",GO-EA,https://goadmin.ifrc.org/api/v2/appeal,IFRC,expspec_ecoifrcall,673105.98,imptypcost,unitISO4217C-CHF,esttype_prim,2024-03-22,2024-03-22,2025-06-30,2024-03-22,"[{'imp_spat_ID': 'GO-ADM0-World-shp', 'imp_spat_fileloc': 'https://go-user-library.ifrc.org/maps'}]","[{'imp_ISO3s': 'ZMB', 'imp_spat_covcode': 'spat_polygon', 'imp_spat_res': 0, 'imp_spat_resunits': 'adminlevel', 'imp_spat_crs': 'EPSG:4326'}]","[{'imp_spat_srcdb': 'GO-Maps', 'imp_spat_URL': 'https://go-user-library.ifrc.org/maps', 'imp_spat_srcorg': 'IFRC'}]",2024-08-14
